"","lsoa11cd","msoa11cd"
"4542","E01012872","E02002666"
"4579","E01012762","E02002669"
"4580","E01012758","E02002669"
"4609","E01012892","E02002681"
"4622","E01012914","E02002663"
"4634","E01012779","E02002652"
"4636","E01012832","E02002652"
"4639","E01012840","E02002660"
"4641","E01012788","E02002653"
"4654","E01012768","E02002656"
"4661","E01012834","E02002661"
"4665","E01012838","E02002661"
"4666","E01012842","E02002672"
"4672","E01012833","E02002660"
"4679","E01012844","E02002668"
"4688","E01012895","E02002668"
"4698","E01012782","E02002653"
"4717","E01012845","E02002672"
"4727","E01012880","E02002659"
"4729","E01012878","E02002654"
"4730","E01012881","E02002659"
"4731","E01012873","E02002659"
"4732","E01012874","E02002659"
"4733","E01012876","E02002654"
"4734","E01012888","E02002682"
"4747","E01012856","E02002675"
"4769","E01033107","E02002652"
"4809","E01013001","E02002723"
"4836","E01033105","E02002652"
"4837","E01033106","E02002652"
"4871","E01013011","E02002719"
"4881","E01012877","E02002654"
"4886","E01012976","E02006892"
"4903","E01033108","E02002652"
"4918","E01013039","E02002703"
"4933","E01012941","E02002684"
"4934","E01012949","E02002686"
"4935","E01012994","E02002724"
"4936","E01013010","E02006814"
"4937","E01013041","E02002702"
"4938","E01013036","E02002702"
"4941","E01013049","E02002695"
"4942","E01013107","E02002717"
"4943","E01032596","E02006814"
"4944","E01012921","E02002703"
"4945","E01012950","E02002689"
"4949","E01013005","E02002719"
"4951","E01013067","E02002699"
"4952","E01013064","E02002699"
"4955","E01013063","E02002702"
"4956","E01013089","E02002718"
"4957","E01013093","E02002718"
"4958","E01013091","E02002718"
"4959","E01013108","E02002711"
"4961","E01013114","E02002711"
"4962","E01013116","E02002711"
"4963","E01012988","E02002693"
"4965","E01013117","E02002710"
"4966","E01012934","E02002684"
"4967","E01012970","E02002715"
"4968","E01012993","E02002723"
"4969","E01013061","E02002692"
"4970","E01012989","E02002691"
"4974","E01013094","E02002712"
"4977","E01013124","E02002698"
"4979","E01012919","E02002703"
"4981","E01012926","E02002697"
"4982","E01012920","E02002707"
"4984","E01012966","E02002705"
"4985","E01012979","E02006892"
"4987","E01012992","E02002689"
"4990","E01012991","E02002689"
"4991","E01012984","E02006891"
"4992","E01012986","E02002693"
"4993","E01013003","E02002721"
"4996","E01013017","E02002721"
"4997","E01013018","E02002709"
"4998","E01013026","E02002709"
"4999","E01013033","E02002716"
"5000","E01013027","E02002697"
"5002","E01013047","E02002695"
"5003","E01013058","E02002694"
"5004","E01013055","E02002694"
"5005","E01013059","E02002692"
"5006","E01013073","E02002725"
"5007","E01013086","E02002722"
"5008","E01013092","E02002715"
"5009","E01013099","E02002716"
"5010","E01013123","E02002698"
"5011","E01013120","E02002698"
"5012","E01012929","E02002685"
"5013","E01012932","E02002686"
"5014","E01012928","E02002686"
"5015","E01012937","E02002685"
"5017","E01012946","E02002686"
"5018","E01012945","E02002687"
"5022","E01012964","E02002706"
"5023","E01012963","E02002708"
"5024","E01012974","E02002715"
"5062","E01012889","E02002681"
"5104","E01012847","E02002672"
"5141","E01012778","E02002655"
"5159","E01013002","E02002724"
"5163","E01013025","E02002709"
"5164","E01013038","E02002700"
"5165","E01013045","E02002700"
"5167","E01013051","E02002695"
"5170","E01013052","E02002694"
"5171","E01013076","E02002721"
"5173","E01013083","E02002722"
"5175","E01013080","E02002722"
"5177","E01013084","E02002722"
"5181","E01012923","E02002696"
"5182","E01012925","E02002696"
"5186","E01012973","E02002715"
"5188","E01012981","E02002691"
"5192","E01012987","E02002693"
"5198","E01012985","E02006891"
"5200","E01012990","E02002689"
"5201","E01013122","E02002701"
"5202","E01013127","E02002701"
"5205","E01013119","E02002694"
"5206","E01012924","E02002697"
"5207","E01012922","E02002696"
"5210","E01013048","E02002693"
"5211","E01012977","E02006891"
"5212","E01013126","E02002692"
"5214","E01012951","E02002688"
"5215","E01012943","E02002687"
"5217","E01012997","E02002723"
"5220","E01012999","E02002723"
"5221","E01013000","E02002724"
"5223","E01013013","E02002717"
"5228","E01013056","E02002694"
"5229","E01013054","E02002694"
"5230","E01013071","E02002700"
"5234","E01012948","E02002688"
"5239","E01012952","E02002687"
"5240","E01012944","E02002688"
"5244","E01012957","E02002708"
"5245","E01012980","E02006892"
"5246","E01013007","E02002719"
"5248","E01013062","E02002702"
"5249","E01012995","E02002724"
"5253","E01012936","E02002687"
"5256","E01013040","E02002702"
"5257","E01013060","E02002692"
"5259","E01013057","E02002692"
"5264","E01013068","E02002699"
"5267","E01013021","E02002709"
"5269","E01013022","E02002701"
"5270","E01013014","E02002717"
"5271","E01013069","E02002700"
"5276","E01013066","E02002699"
"5279","E01013004","E02002724"
"5282","E01013029","E02002704"
"5286","E01012965","E02002707"
"5287","E01013070","E02002699"
"5288","E01013008","E02002717"
"5290","E01013032","E02002704"
"5295","E01013065","E02002699"
"5297","E01013072","E02002725"
"5298","E01013085","E02002714"
"5300","E01013102","E02002712"
"5301","E01013101","E02002716"
"5302","E01013105","E02002710"
"5304","E01013106","E02006814"
"5306","E01013115","E02002710"
"5307","E01013110","E02002710"
"5309","E01013098","E02002716"
"5310","E01012969","E02002707"
"5313","E01012954","E02002705"
"5314","E01033495","E02002715"
"5318","E01012927","E02002696"
"5322","E01012933","E02002684"
"5326","E01012939","E02002684"
"5328","E01012940","E02002684"
"5330","E01012938","E02002684"
"5332","E01012947","E02002688"
"5336","E01013103","E02006814"
"5338","E01012968","E02002707"
"5340","E01012975","E02006891"
"5343","E01013009","E02002717"
"5344","E01013030","E02002704"
"5345","E01013074","E02002723"
"5351","E01012942","E02002685"
"5357","E01012935","E02002685"
"5358","E01012958","E02002705"
"5362","E01012960","E02002708"
"5363","E01012962","E02002706"
"5364","E01012972","E02002715"
"5365","E01033496","E02002715"
"5371","E01012967","E02002707"
"5374","E01012978","E02002691"
"5377","E01013012","E02002719"
"5378","E01013015","E02002720"
"5380","E01013016","E02002720"
"5381","E01013035","E02002704"
"5382","E01013042","E02002703"
"5383","E01013043","E02002703"
"5384","E01013088","E02002718"
"5386","E01013044","E02002703"
"5389","E01013046","E02002695"
"5391","E01013053","E02002694"
"5401","E01013028","E02002714"
"5403","E01013034","E02002697"
"5404","E01013090","E02002718"
"5413","E01013081","E02002714"
"5417","E01013078","E02002714"
"5420","E01013104","E02006814"
"5428","E01013095","E02002712"
"5429","E01013113","E02002711"
"5444","E01012955","E02002706"
"5445","E01012959","E02002706"
"5451","E01013006","E02006814"
"5466","E01013125","E02002691"
"5467","E01013020","E02002721"
"5469","E01012931","E02002686"
"5470","E01013118","E02002711"
"5472","E01013023","E02002701"
"5477","E01013121","E02002698"
"5484","E01013019","E02002709"
"5491","E01013031","E02002704"
"5500","E01013075","E02002725"
"5503","E01013079","E02002722"
"5507","E01013096","E02002712"
"5509","E01013100","E02002716"
"5517","E01012956","E02002705"
"5522","E01013112","E02002708"
"5525","E01013111","E02002710"
"5533","E01012961","E02002705"
"5543","E01013082","E02002714"
"5545","E01012983","E02002691"
"5571","E01013077","E02002725"
"5594","E01012998","E02002720"
"5603","E01012982","E02006892"
"5611","E01013050","E02002695"
"5619","E01012930","E02002685"
"5629","E01012996","E02002720"
"5688","E01013087","E02002722"
"5756","E01013024","E02002701"
"5793","E01013097","E02002712"
"5863","E01012953","E02002706"
"6005","E01013142","E02002727"
"6019","E01013231","E02002733"
"6020","E01013224","E02002732"
"6021","E01013136","E02002727"
"6063","E01013141","E02002731"
"6065","E01013143","E02002731"
"6067","E01013147","E02002734"
"6069","E01013146","E02002729"
"6070","E01013161","E02002736"
"6071","E01013162","E02002736"
"6072","E01013160","E02002737"
"6073","E01013158","E02002737"
"6075","E01013159","E02002736"
"6077","E01013181","E02002741"
"6078","E01013183","E02002741"
"6079","E01013233","E02002733"
"6081","E01013156","E02002743"
"6083","E01013188","E02002733"
"6084","E01013202","E02002730"
"6085","E01013196","E02002730"
"6089","E01013203","E02002730"
"6090","E01013195","E02002730"
"6092","E01013198","E02002735"
"6093","E01013197","E02002737"
"6097","E01013199","E02002735"
"6098","E01013201","E02002730"
"6101","E01013211","E02002740"
"6102","E01013207","E02002740"
"6103","E01013220","E02002728"
"6105","E01013219","E02002728"
"6109","E01013222","E02002728"
"6110","E01013218","E02002728"
"6111","E01033414","E02002734"
"6141","E01013175","E02002726"
"6163","E01013214","E02002748"
"6164","E01013226","E02002732"
"6165","E01013131","E02002739"
"6166","E01013128","E02002735"
"6175","E01013184","E02002741"
"6183","E01013129","E02002742"
"6185","E01013133","E02002739"
"6192","E01013144","E02002729"
"6198","E01013187","E02002733"
"6207","E01013221","E02002728"
"6215","E01013234","E02002734"
"6216","E01013179","E02002726"
"6219","E01013164","E02002737"
"6221","E01013137","E02002727"
"6222","E01013139","E02002727"
"6226","E01013177","E02002726"
"6227","E01013149","E02002738"
"6228","E01013148","E02002729"
"6231","E01013154","E02002743"
"6232","E01013155","E02002742"
"6233","E01013153","E02002745"
"6237","E01013151","E02002742"
"6238","E01013163","E02002737"
"6239","E01013167","E02002745"
"6240","E01013168","E02002747"
"6242","E01013171","E02002747"
"6244","E01013180","E02002726"
"6245","E01013182","E02002741"
"6246","E01013194","E02002746"
"6247","E01013193","E02002747"
"6248","E01013191","E02002746"
"6249","E01013190","E02002746"
"6252","E01013216","E02002748"
"6255","E01013223","E02002732"
"6256","E01013225","E02002748"
"6257","E01013215","E02002748"
"6258","E01013157","E02002745"
"6259","E01013173","E02002732"
"6262","E01013209","E02002744"
"6264","E01013185","E02002741"
"6265","E01013134","E02002739"
"6280","E01013189","E02002746"
"6281","E01013213","E02002748"
"6294","E01013212","E02002740"
"6296","E01013205","E02002744"
"6305","E01013140","E02002731"
"6333","E01013135","E02002743"
"6335","E01013192","E02002746"
"6338","E01013166","E02002745"
"6339","E01013172","E02002747"
"6343","E01013130","E02002743"
"6345","E01013169","E02002745"
"6346","E01013170","E02002747"
"6348","E01013176","E02002726"
"6371","E01013037","E02002702"
"6403","E01013200","E02002735"
"6404","E01013152","E02002742"
"6417","E01013217","E02002748"
"6422","E01013228","E02002738"
"6423","E01013227","E02002738"
"6426","E01013206","E02002740"
"6427","E01013204","E02002744"
"6437","E01013132","E02002739"
"6439","E01013150","E02002738"
"6450","E01013186","E02002741"
"6470","E01013174","E02002726"
"6476","E01013275","E02002761"
"6489","E01013178","E02002726"
"6520","E01013208","E02002744"
"6522","E01013287","E02002753"
"6527","E01013294","E02002751"
"6532","E01013210","E02002744"
"6533","E01013138","E02002731"
"6537","E01013288","E02002751"
"6562","E01013145","E02002729"
"6590","E01013303","E02002750"
"6594","E01013309","E02002752"
"6604","E01013306","E02002752"
"6624","E01013165","E02002736"
"6642","E01013324","E02002769"
"6646","E01013329","E02002770"
"6654","E01013229","E02002738"
"6693","E01013322","E02002770"
"6695","E01013328","E02002769"
"6696","E01013327","E02002769"
"6697","E01013325","E02002770"
"6698","E01013236","E02002765"
"6699","E01033296","E02002766"
"6700","E01013244","E02002768"
"6702","E01013249","E02002754"
"6704","E01013245","E02002754"
"6705","E01013250","E02002771"
"6706","E01013270","E02002752"
"6707","E01013272","E02002759"
"6708","E01013271","E02002759"
"6709","E01013276","E02002761"
"6711","E01013279","E02002760"
"6712","E01013282","E02002765"
"6714","E01013291","E02002751"
"6715","E01013307","E02002750"
"6716","E01013310","E02002758"
"6718","E01013320","E02002763"
"6720","E01013326","E02002769"
"6721","E01013247","E02002754"
"6722","E01013257","E02002749"
"6723","E01013268","E02002759"
"6726","E01013323","E02002770"
"6727","E01013330","E02002756"
"6728","E01013248","E02002754"
"6729","E01013252","E02002771"
"6730","E01013251","E02002771"
"6731","E01013266","E02002767"
"6772","E01013333","E02002757"
"6776","E01013315","E02002762"
"6777","E01013242","E02002768"
"6779","E01013239","E02002765"
"6783","E01013269","E02002759"
"6785","E01013308","E02002752"
"6786","E01013318","E02002762"
"6788","E01013241","E02002768"
"6792","E01013246","E02002754"
"6797","E01013253","E02002771"
"6798","E01013255","E02002749"
"6799","E01013254","E02002749"
"6800","E01013264","E02002767"
"6802","E01013311","E02002763"
"6804","E01013312","E02002758"
"6807","E01013319","E02002762"
"6808","E01013334","E02002757"
"6810","E01013302","E02002755"
"6811","E01013238","E02002763"
"6812","E01013240","E02002763"
"6815","E01013258","E02002749"
"6819","E01013285","E02002760"
"6820","E01013281","E02002764"
"6822","E01013286","E02002753"
"6825","E01013295","E02002757"
"6828","E01013314","E02002758"
"6834","E01013237","E02002766"
"6836","E01013259","E02002749"
"6837","E01013256","E02002749"
"6843","E01013283","E02002764"
"6845","E01013297","E02002755"
"6848","E01013313","E02002758"
"6849","E01013321","E02002760"
"6856","E01013296","E02002756"
"6858","E01013290","E02002753"
"6859","E01013263","E02002766"
"6861","E01013292","E02002751"
"6867","E01013301","E02002757"
"6871","E01013316","E02002760"
"6872","E01013317","E02002762"
"6882","E01013300","E02002755"
"6885","E01013298","E02002756"
"6887","E01013331","E02002755"
"6889","E01013332","E02002756"
"6892","E01013278","E02002764"
"6897","E01013299","E02002756"
"6931","E01013267","E02002759"
"6945","E01013274","E02002761"
"6952","E01013243","E02002768"
"6961","E01013305","E02002750"
"6963","E01013304","E02002750"
"6979","E01013284","E02002765"
"6990","E01013265","E02002767"
"6994","E01013261","E02002766"
"6999","E01013262","E02002766"
"7001","E01013260","E02002767"
"7015","E01013273","E02002759"
"7016","E01013277","E02002761"
"7027","E01013280","E02002764"
"7079","E01013293","E02002753"
"7134","E01013289","E02002753"
"7207","E01013360","E02002790"
"7208","E01013346","E02002778"
"7209","E01013365","E02002794"
"7210","E01013370","E02002773"
"7213","E01013355","E02002793"
"7214","E01013362","E02002790"
"7215","E01013372","E02002774"
"7217","E01013387","E02002779"
"7221","E01013404","E02002775"
"7222","E01013422","E02002782"
"7223","E01013434","E02002778"
"7225","E01013433","E02002778"
"7226","E01013378","E02002794"
"7227","E01013338","E02002783"
"7229","E01013353","E02002793"
"7231","E01013373","E02002773"
"7232","E01013448","E02002789"
"7235","E01013435","E02002777"
"7236","E01013445","E02002787"
"7237","E01013441","E02002787"
"7238","E01013442","E02002789"
"7241","E01013409","E02002776"
"7242","E01013426","E02002782"
"7243","E01013438","E02002772"
"7244","E01013336","E02002783"
"7245","E01013407","E02002775"
"7246","E01013377","E02002774"
"7247","E01013437","E02002779"
"7249","E01013410","E02002775"
"7250","E01013443","E02002789"
"7251","E01013371","E02002774"
"7253","E01013342","E02002795"
"7254","E01013432","E02002778"
"7256","E01013418","E02002790"
"7257","E01013357","E02002792"
"7259","E01033069","E02002784"
"7261","E01013424","E02002795"
"7263","E01013416","E02002784"
"7265","E01013354","E02002793"
"7267","E01013423","E02002795"
"7268","E01013349","E02002780"
"7269","E01013417","E02002788"
"7271","E01013444","E02002789"
"7273","E01013447","E02002789"
"7274","E01013347","E02002780"
"7276","E01013402","E02002785"
"7277","E01013335","E02002783"
"7280","E01013341","E02002795"
"7281","E01013356","E02002793"
"7282","E01013359","E02002793"
"7284","E01013339","E02002783"
"7287","E01013337","E02002783"
"7295","E01013427","E02002782"
"7296","E01013391","E02002788"
"7298","E01013381","E02002785"
"7299","E01013385","E02002779"
"7300","E01013396","E02002787"
"7302","E01013419","E02002785"
"7303","E01013428","E02002777"
"7304","E01013429","E02002777"
"7305","E01013430","E02002777"
"7307","E01013446","E02002789"
"7312","E01033067","E02002784"
"7313","E01033068","E02002784"
"7314","E01013343","E02002780"
"7316","E01013344","E02002778"
"7317","E01013368","E02002781"
"7318","E01013369","E02002784"
"7319","E01033070","E02002784"
"7320","E01013366","E02002784"
